eid	filename	class_mark	sort_class_mark
20926	MS-DAR-00067-000-00097.jpg	DAR 67: 44r	DAR 00067: 00044R
130805	MS-DAR-00067-000-00098.jpg	DAR 67: 44v	DAR 00067: 00044V
18667	MS-DAR-00067-000-00099.jpg	DAR 67: 45r	DAR 00067: 00045R
130806	MS-DAR-00067-000-00100.jpg	DAR 67: 45v	DAR 00067: 00045V
131093	MS-DAR-00067-000-00101.jpg	DAR 67: 46r	DAR 00067: 00046R
131094	MS-DAR-00067-000-00102.jpg	DAR 67: 46v	DAR 00067: 00046V
131095	MS-DAR-00067-000-00103.jpg	DAR 67: 47r	DAR 00067: 00047R
131096	MS-DAR-00067-000-00104.jpg	DAR 67: 47v	DAR 00067: 00047V
864	MS-DAR-00067-000-00106.jpg	DAR 67: 48v	DAR 00067: 00048v
130663	MS-DAR-00067-000-00107.jpg	DAR 67: 49r	DAR 00067: 00049R
130809	MS-DAR-00067-000-00108.jpg	DAR 67: 49v	DAR 00067: 00049V
131097	MS-DAR-00067-000-00109.jpg	DAR 67: 50r	DAR 00067: 00050R
131098	MS-DAR-00067-000-00110.jpg	DAR 67: 50v	DAR 00067: 00050V
20922	MS-DAR-00067-000-00111.jpg	DAR 67: 51r	DAR 00067: 00051R
130811	MS-DAR-00067-000-00112.jpg	DAR 67: 51v	DAR 00067: 00051V
18790	MS-DAR-00067-000-00113.jpg	DAR 67: 52r	DAR 00067: 00052R
130812	MS-DAR-00067-000-00114.jpg	DAR 67: 52v	DAR 00067: 00052V
131099	MS-DAR-00067-000-00115.jpg	DAR 67: 53ar	DAR 00067: 00053AR
131100	MS-DAR-00067-000-00116.jpg	DAR 67: 53av	DAR 00067: 00053AV
131101	MS-DAR-00067-000-00117.jpg	DAR 67: 53br	DAR 00067: 00053BR
131102	MS-DAR-00067-000-00118.jpg	DAR 67: 53bv	DAR 00067: 00053BV
16612	MS-DAR-00067-000-00119.jpg	DAR 67: 54r	DAR 00067: 00054R
130814	MS-DAR-00067-000-00120.jpg	DAR 67: 54v	DAR 00067: 00054V
20912	MS-DAR-00067-000-00121.jpg	DAR 67: 55r	DAR 00067: 00055R
130815	MS-DAR-00067-000-00122.jpg	DAR 67: 55v	DAR 00067: 00055V
16135	MS-DAR-00067-000-00123.jpg	DAR 67: 56r	DAR 00067: 00056R
130816	MS-DAR-00067-000-00124.jpg	DAR 67: 56v	DAR 00067: 00056V
130664	MS-DAR-00067-000-00125.jpg	DAR 67: 57r	DAR 00067: 00057R
130817	MS-DAR-00067-000-00126.jpg	DAR 67: 57v	DAR 00067: 00057V
130665	MS-DAR-00067-000-00127.jpg	DAR 67: 58r	DAR 00067: 00058R
130818	MS-DAR-00067-000-00128.jpg	DAR 67: 58v	DAR 00067: 00058V
131103	MS-DAR-00067-000-00129.jpg	DAR 67: 59r	DAR 00067: 00059R
131104	MS-DAR-00067-000-00130.jpg	DAR 67: 59v	DAR 00067: 00059V
130666	MS-DAR-00067-000-00131.jpg	DAR 67: 60r	DAR 00067: 00060R
130820	MS-DAR-00067-000-00132.jpg	DAR 67: 60v	DAR 00067: 00060V
130667	MS-DAR-00067-000-00133.jpg	DAR 67: 61r	DAR 00067: 00061R
130821	MS-DAR-00067-000-00134.jpg	DAR 67: 61v	DAR 00067: 00061V
130669	MS-DAR-00067-000-00135.jpg	DAR 67: 63r	DAR 00067: 00063R
130823	MS-DAR-00067-000-00136.jpg	DAR 67: 63v	DAR 00067: 00063V
130670	MS-DAR-00067-000-00137.jpg	DAR 67: 64r	DAR 00067: 00064R
130824	MS-DAR-00067-000-00138.jpg	DAR 67: 64v	DAR 00067: 00064V
17239	MS-DAR-00067-000-00139.jpg	DAR 67: 65r	DAR 00067: 00065R
130825	MS-DAR-00067-000-00140.jpg	DAR 67: 65v	DAR 00067: 00065V
130671	MS-DAR-00067-000-00141.jpg	DAR 67: 66r	DAR 00067: 00066R
130826	MS-DAR-00067-000-00142.jpg	DAR 67: 66v	DAR 00067: 00066V
130672	MS-DAR-00067-000-00143.jpg	DAR 67: 67r	DAR 00067: 00067R
130827	MS-DAR-00067-000-00144.jpg	DAR 67: 67v	DAR 00067: 00067V
19232	MS-DAR-00067-000-00145.jpg	DAR 67: 68r	DAR 00067: 00068R
130828	MS-DAR-00067-000-00146.jpg	DAR 67: 68v	DAR 00067: 00068V
131105	MS-DAR-00067-000-00147.jpg	DAR 67: 69r	DAR 00067: 00069R
131106	MS-DAR-00067-000-00148.jpg	DAR 67: 69v	DAR 00067: 00069V
19994	MS-DAR-00067-000-00149.jpg	DAR 67: 70r	DAR 00067: 00070R
130830	MS-DAR-00067-000-00150.jpg	DAR 67: 70v	DAR 00067: 00070V
131107	MS-DAR-00067-000-00151.jpg	DAR 67: 71r	DAR 00067: 00071R
131108	MS-DAR-00067-000-00152.jpg	DAR 67: 71v	DAR 00067: 00071V
130673	MS-DAR-00067-000-00153.jpg	DAR 67: 72r	DAR 00067: 00072R
130832	MS-DAR-00067-000-00154.jpg	DAR 67: 72v	DAR 00067: 00072V
130674	MS-DAR-00067-000-00155.jpg	DAR 67: 73r	DAR 00067: 00073R
130833	MS-DAR-00067-000-00156.jpg	DAR 67: 73v	DAR 00067: 00073V
18994	MS-DAR-00067-000-00157.jpg	DAR 67: 74r	DAR 00067: 00074R
130834	MS-DAR-00067-000-00158.jpg	DAR 67: 74v	DAR 00067: 00074V
18170	MS-DAR-00067-000-00159.jpg	DAR 67: 75r	DAR 00067: 00075R
130835	MS-DAR-00067-000-00160.jpg	DAR 67: 75v	DAR 00067: 00075V
130675	MS-DAR-00067-000-00161.jpg	DAR 67: 76r	DAR 00067: 00076R
130836	MS-DAR-00067-000-00162.jpg	DAR 67: 76v	DAR 00067: 00076V
130676	MS-DAR-00067-000-00163.jpg	DAR 67: 77r	DAR 00067: 00077R
130837	MS-DAR-00067-000-00164.jpg	DAR 67: 77v	DAR 00067: 00077V
130677	MS-DAR-00067-000-00165.jpg	DAR 67: 78r	DAR 00067: 00078R
130838	MS-DAR-00067-000-00166.jpg	DAR 67: 78v	DAR 00067: 00078V
130678	MS-DAR-00067-000-00167.jpg	DAR 67: 79r	DAR 00067: 00079R
130839	MS-DAR-00067-000-00168.jpg	DAR 67: 79v	DAR 00067: 00079V
130679	MS-DAR-00067-000-00169.jpg	DAR 67: 80r	DAR 00067: 00080R
130840	MS-DAR-00067-000-00170.jpg	DAR 67: 80v	DAR 00067: 00080V
130680	MS-DAR-00067-000-00171.jpg	DAR 67: 81r	DAR 00067: 00081R
130841	MS-DAR-00067-000-00172.jpg	DAR 67: 81v	DAR 00067: 00081V
130681	MS-DAR-00067-000-00173.jpg	DAR 67: 82r	DAR 00067: 00082R
130842	MS-DAR-00067-000-00174.jpg	DAR 67: 82v	DAR 00067: 00082V
130682	MS-DAR-00067-000-00175.jpg	DAR 67: 83r	DAR 00067: 00083R
130843	MS-DAR-00067-000-00176.jpg	DAR 67: 83v	DAR 00067: 00083V
130683	MS-DAR-00067-000-00177.jpg	DAR 67: 84r	DAR 00067: 00084R
130844	MS-DAR-00067-000-00178.jpg	DAR 67: 84v	DAR 00067: 00084V
130684	MS-DAR-00067-000-00179.jpg	DAR 67: 85r	DAR 00067: 00085R
130845	MS-DAR-00067-000-00180.jpg	DAR 67: 85v	DAR 00067: 00085V
130685	MS-DAR-00067-000-00181.jpg	DAR 67: 86r	DAR 00067: 00086R
130846	MS-DAR-00067-000-00182.jpg	DAR 67: 86v	DAR 00067: 00086V
130686	MS-DAR-00067-000-00183.jpg	DAR 67: 87r	DAR 00067: 00087R
130847	MS-DAR-00067-000-00184.jpg	DAR 67: 87v	DAR 00067: 00087V
131109	MS-DAR-00067-000-00185.jpg	DAR 67: 88r	DAR 00067: 00088R
131110	MS-DAR-00067-000-00186.jpg	DAR 67: 88v	DAR 00067: 00088V
19819	MS-DAR-00067-000-00187.jpg	DAR 67: 89r	DAR 00067: 00089R
130849	MS-DAR-00067-000-00188.jpg	DAR 67: 89v	DAR 00067: 00089V
20799	MS-DAR-00067-000-00189.jpg	DAR 67: 90r	DAR 00067: 00090R
130850	MS-DAR-00067-000-00190.jpg	DAR 67: 90v	DAR 00067: 00090V
130687	MS-DAR-00067-000-00191.jpg	DAR 67: 91r	DAR 00067: 00091R
130851	MS-DAR-00067-000-00192.jpg	DAR 67: 91v	DAR 00067: 00091V
130688	MS-DAR-00067-000-00193.jpg	DAR 67: 92r	DAR 00067: 00092R
130852	MS-DAR-00067-000-00194.jpg	DAR 67: 92v	DAR 00067: 00092V
130689	MS-DAR-00067-000-00195.jpg	DAR 67: 93r	DAR 00067: 00093R
130853	MS-DAR-00067-000-00196.jpg	DAR 67: 93v	DAR 00067: 00093V
16638	MS-DAR-00067-000-00197.jpg	DAR 67: 94r	DAR 00067: 00094R
130854	MS-DAR-00067-000-00198.jpg	DAR 67: 94v	DAR 00067: 00094V
130690	MS-DAR-00067-000-00199.jpg	DAR 67: 95r	DAR 00067: 00095R
130855	MS-DAR-00067-000-00200.jpg	DAR 67: 95v	DAR 00067: 00095V
130691	MS-DAR-00067-000-00201.jpg	DAR 67: 96r	DAR 00067: 00096R
130856	MS-DAR-00067-000-00202.jpg	DAR 67: 96v	DAR 00067: 00096V
130692	MS-DAR-00067-000-00203.jpg	DAR 67: 97r	DAR 00067: 00097R
130857	MS-DAR-00067-000-00204.jpg	DAR 67: 97v	DAR 00067: 00097V
130693	MS-DAR-00067-000-00205.jpg	DAR 67: 98r	DAR 00067: 00098R
130858	MS-DAR-00067-000-00206.jpg	DAR 67: 98v	DAR 00067: 00098V
130694	MS-DAR-00067-000-00207.jpg	DAR 67: 99r	DAR 00067: 00099R
130859	MS-DAR-00067-000-00208.jpg	DAR 67: 99v	DAR 00067: 00099V
130695	MS-DAR-00067-000-00209.jpg	DAR 67: 100r	DAR 00067: 00100R
130860	MS-DAR-00067-000-00210.jpg	DAR 67: 100v	DAR 00067: 00100V
130696	MS-DAR-00067-000-00211.jpg	DAR 67: 101r	DAR 00067: 00101R
130861	MS-DAR-00067-000-00212.jpg	DAR 67: 101v	DAR 00067: 00101V
130697	MS-DAR-00067-000-00213.jpg	DAR 67: 102r	DAR 00067: 00102R
130862	MS-DAR-00067-000-00214.jpg	DAR 67: 102v	DAR 00067: 00102V
130698	MS-DAR-00067-000-00215.jpg	DAR 67: 103r	DAR 00067: 00103R
130863	MS-DAR-00067-000-00216.jpg	DAR 67: 103v	DAR 00067: 00103V
130699	MS-DAR-00067-000-00217.jpg	DAR 67: 104r	DAR 00067: 00104R
130864	MS-DAR-00067-000-00218.jpg	DAR 67: 104v	DAR 00067: 00104V
34305	MS-DAR-00067-000-00219.jpg	DAR 67: 106r	DAR 00067: 00106R
130866	MS-DAR-00067-000-00220.jpg	DAR 67: 106v	DAR 00067: 00106V
131111	MS-DAR-00067-000-00221.jpg	DAR 67: 107r	DAR 00067: 00107R
131112	MS-DAR-00067-000-00222.jpg	DAR 67: 107v	DAR 00067: 00107V
19811	MS-DAR-00067-000-00223.jpg	DAR 67: 108r	DAR 00067: 00108R
130868	MS-DAR-00067-000-00224.jpg	DAR 67: 108v	DAR 00067: 00108V
130700	MS-DAR-00067-000-00225.jpg	DAR 67: 109r	DAR 00067: 00109R
130869	MS-DAR-00067-000-00226.jpg	DAR 67: 109v	DAR 00067: 00109V
130701	MS-DAR-00067-000-00227.jpg	DAR 67: 110r	DAR 00067: 00110R
130870	MS-DAR-00067-000-00228.jpg	DAR 67: 110v	DAR 00067: 00110V
131113	MS-DAR-00067-000-00229.jpg	DAR 67: 111r	DAR 00067: 00111R
131114	MS-DAR-00067-000-00230.jpg	DAR 67: 111v	DAR 00067: 00111V
131115	MS-DAR-00067-000-00231.jpg	DAR 67: 112r	DAR 00067: 00112R
131116	MS-DAR-00067-000-00232.jpg	DAR 67: 112v	DAR 00067: 00112V
131117	MS-DAR-00067-000-00233.jpg	DAR 67: 113r	DAR 00067: 00113R
131118	MS-DAR-00067-000-00234.jpg	DAR 67: 113v	DAR 00067: 00113V
135348	MS-DAR-00067-000-00235.jpg	DAR 67: 999epr	DAR 00067: 00999epr
135349	MS-DAR-00067-000-00236.jpg	DAR 67: 999epv	DAR 00067: 00999epv
135351	MS-DAR-00067-000-00237.jpg	DAR 67: ibc	DAR 00067: 00999ibc
135350	MS-DAR-00067-000-00238.jpg	DAR 67: bc	DAR 00067: 00999x_bc
135352	MS-DAR-00067-000-00239.jpg	DAR 67: sp	DAR 00067: 00999x_sp
135355	MS-DAR-00068-000-00001.jpg	DAR 68: fc	DAR 00068: 00000fc
135356	MS-DAR-00068-000-00002.jpg	DAR 68: ifc	DAR 00068: 00000ifc
135353	MS-DAR-00068-000-00003.jpg	DAR 68: epr	DAR 00068: 00000x_epr
135354	MS-DAR-00068-000-00004.jpg	DAR 68: epv	DAR 00068: 00000x_epv
18004	MS-DAR-00068-000-00005.jpg	DAR 68: 1r	DAR 00068: 00001R
130874	MS-DAR-00068-000-00006.jpg	DAR 68: 1v	DAR 00068: 00001V
18005	MS-DAR-00068-000-00007.jpg	DAR 68: 2r	DAR 00068: 00002R
130875	MS-DAR-00068-000-00008.jpg	DAR 68: 2v	DAR 00068: 00002V
17090	MS-DAR-00068-000-00009.jpg	DAR 68: 3r	DAR 00068: 00003R
130876	MS-DAR-00068-000-00010.jpg	DAR 68: 3v	DAR 00068: 00003V
18830	MS-DAR-00068-000-00011.jpg	DAR 68: 4r	DAR 00068: 00004R
130877	MS-DAR-00068-000-00012.jpg	DAR 68: 4v	DAR 00068: 00004V
10705	MS-DAR-00068-000-00013.jpg	DAR 68: 5r	DAR 00068: 00005R
130878	MS-DAR-00068-000-00014.jpg	DAR 68: 5v	DAR 00068: 00005V
131032	MS-DAR-00068-000-00015.jpg	DAR 68: 6r	DAR 00068: 00006R
131033	MS-DAR-00068-000-00016.jpg	DAR 68: 6v	DAR 00068: 00006V
34123	MS-DAR-00068-000-00017.jpg	DAR 68: 7r	DAR 00068: 00007R
130880	MS-DAR-00068-000-00018.jpg	DAR 68: 7v	DAR 00068: 00007V
131034	MS-DAR-00068-000-00019.jpg	DAR 68: 8r	DAR 00068: 00008R
131035	MS-DAR-00068-000-00020.jpg	DAR 68: 8v	DAR 00068: 00008V
92412	MS-DAR-00068-000-00021.jpg	DAR 68: 10r	DAR 00068: 00010R
130883	MS-DAR-00068-000-00022.jpg	DAR 68: 10v	DAR 00068: 00010V
92413	MS-DAR-00068-000-00023.jpg	DAR 68: 11r	DAR 00068: 00011R
130884	MS-DAR-00068-000-00024.jpg	DAR 68: 11v	DAR 00068: 00011V
19723	MS-DAR-00068-000-00025.jpg	DAR 68: 12r	DAR 00068: 00012R
130885	MS-DAR-00068-000-00026.jpg	DAR 68: 12v	DAR 00068: 00012V
14796	MS-DAR-00068-000-00027.jpg	DAR 68: 13r	DAR 00068: 00013R
130886	MS-DAR-00068-000-00028.jpg	DAR 68: 13v	DAR 00068: 00013V
131036	MS-DAR-00068-000-00029.jpg	DAR 68: 14r	DAR 00068: 00014R
131037	MS-DAR-00068-000-00030.jpg	DAR 68: 14v	DAR 00068: 00014V
131038	MS-DAR-00068-000-00031.jpg	DAR 68: 15r	DAR 00068: 00015R
131039	MS-DAR-00068-000-00032.jpg	DAR 68: 15v	DAR 00068: 00015V
19020	MS-DAR-00068-000-00033.jpg	DAR 68: 16r	DAR 00068: 00016R
130889	MS-DAR-00068-000-00034.jpg	DAR 68: 16v	DAR 00068: 00016V
16439	MS-DAR-00068-000-00035.jpg	DAR 68: 17r	DAR 00068: 00017R
130890	MS-DAR-00068-000-00036.jpg	DAR 68: 17v	DAR 00068: 00017V
18256	MS-DAR-00068-000-00037.jpg	DAR 68: 18r	DAR 00068: 00018R
130891	MS-DAR-00068-000-00038.jpg	DAR 68: 18v	DAR 00068: 00018V
14557	MS-DAR-00068-000-00039.jpg	DAR 68: 19r	DAR 00068: 00019R
130892	MS-DAR-00068-000-00040.jpg	DAR 68: 19v	DAR 00068: 00019V
18518	MS-DAR-00068-000-00041.jpg	DAR 68: 20r	DAR 00068: 00020R
130893	MS-DAR-00068-000-00042.jpg	DAR 68: 20v	DAR 00068: 00020V
131040	MS-DAR-00068-000-00043.jpg	DAR 68: 21r	DAR 00068: 00021R
131041	MS-DAR-00068-000-00044.jpg	DAR 68: 21v	DAR 00068: 00021V
34296	MS-DAR-00068-000-00045.jpg	DAR 68: 22r	DAR 00068: 00022R
130895	MS-DAR-00068-000-00046.jpg	DAR 68: 22v	DAR 00068: 00022V
68690	MS-DAR-00068-000-00047.jpg	DAR 68: 23r	DAR 00068: 00023R
130896	MS-DAR-00068-000-00048.jpg	DAR 68: 23v	DAR 00068: 00023V
131042	MS-DAR-00068-000-00049.jpg	DAR 68: 24r	DAR 00068: 00024R
131043	MS-DAR-00068-000-00050.jpg	DAR 68: 24v	DAR 00068: 00024V
20216	MS-DAR-00068-000-00051.jpg	DAR 68: 25r	DAR 00068: 00025R
130898	MS-DAR-00068-000-00052.jpg	DAR 68: 25v	DAR 00068: 00025V
131044	MS-DAR-00068-000-00053.jpg	DAR 68: 26r	DAR 00068: 00026R
131045	MS-DAR-00068-000-00054.jpg	DAR 68: 26v	DAR 00068: 00026V
131046	MS-DAR-00068-000-00055.jpg	DAR 68: 27r	DAR 00068: 00027R
131047	MS-DAR-00068-000-00056.jpg	DAR 68: 27v	DAR 00068: 00027V
34382	MS-DAR-00068-000-00057.jpg	DAR 68: 28r	DAR 00068: 00028R
130901	MS-DAR-00068-000-00058.jpg	DAR 68: 28v	DAR 00068: 00028V
14581	MS-DAR-00068-000-00059.jpg	DAR 68: 29r	DAR 00068: 00029R
130902	MS-DAR-00068-000-00060.jpg	DAR 68: 29v	DAR 00068: 00029V
14235	MS-DAR-00068-000-00061.jpg	DAR 68: 30r	DAR 00068: 00030R
130903	MS-DAR-00068-000-00062.jpg	DAR 68: 30v	DAR 00068: 00030V
12955	MS-DAR-00068-000-00063.jpg	DAR 68: 31r	DAR 00068: 00031R
130904	MS-DAR-00068-000-00064.jpg	DAR 68: 31v	DAR 00068: 00031V
130702	MS-DAR-00068-000-00065.jpg	DAR 68: 32r	DAR 00068: 00032R
130905	MS-DAR-00068-000-00066.jpg	DAR 68: 32v	DAR 00068: 00032V
130703	MS-DAR-00068-000-00067.jpg	DAR 68: 33r	DAR 00068: 00033R
130906	MS-DAR-00068-000-00068.jpg	DAR 68: 33v	DAR 00068: 00033V
130704	MS-DAR-00068-000-00069.jpg	DAR 68: 34r	DAR 00068: 00034R
130907	MS-DAR-00068-000-00070.jpg	DAR 68: 34v	DAR 00068: 00034V
130705	MS-DAR-00068-000-00071.jpg	DAR 68: 35r	DAR 00068: 00035R
130908	MS-DAR-00068-000-00072.jpg	DAR 68: 35v	DAR 00068: 00035V
14322	MS-DAR-00068-000-00073.jpg	DAR 68: 36r	DAR 00068: 00036R
130909	MS-DAR-00068-000-00074.jpg	DAR 68: 36v	DAR 00068: 00036V
14542	MS-DAR-00068-000-00075.jpg	DAR 68: 37r	DAR 00068: 00037R
130910	MS-DAR-00068-000-00076.jpg	DAR 68: 37v	DAR 00068: 00037V
12898	MS-DAR-00068-000-00077.jpg	DAR 68: 38r	DAR 00068: 00038R
130911	MS-DAR-00068-000-00078.jpg	DAR 68: 38v	DAR 00068: 00038V
13486	MS-DAR-00068-000-00079.jpg	DAR 68: 39r	DAR 00068: 00039R
130912	MS-DAR-00068-000-00080.jpg	DAR 68: 39v	DAR 00068: 00039V
16239	MS-DAR-00068-000-00081.jpg	DAR 68: 40r	DAR 00068: 00040R
130913	MS-DAR-00068-000-00082.jpg	DAR 68: 40v	DAR 00068: 00040V
15153	MS-DAR-00068-000-00083.jpg	DAR 68: 41r	DAR 00068: 00041R
130914	MS-DAR-00068-000-00084.jpg	DAR 68: 41v	DAR 00068: 00041V
37039	MS-DAR-00068-000-00085.jpg	DAR 68: 42r	DAR 00068: 00042R
130915	MS-DAR-00068-000-00086.jpg	DAR 68: 42v	DAR 00068: 00042V
34272	MS-DAR-00068-000-00087.jpg	DAR 68: 43r	DAR 00068: 00043R
130916	MS-DAR-00068-000-00088.jpg	DAR 68: 43v	DAR 00068: 00043V
130706	MS-DAR-00068-000-00089.jpg	DAR 68: 44r	DAR 00068: 00044R
130917	MS-DAR-00068-000-00090.jpg	DAR 68: 44v	DAR 00068: 00044V
130707	MS-DAR-00068-000-00091.jpg	DAR 68: 45r	DAR 00068: 00045R
130918	MS-DAR-00068-000-00092.jpg	DAR 68: 45v	DAR 00068: 00045V
131048	MS-DAR-00068-000-00093.jpg	DAR 68: 46r	DAR 00068: 00046R
131049	MS-DAR-00068-000-00094.jpg	DAR 68: 46v	DAR 00068: 00046V
131050	MS-DAR-00068-000-00095.jpg	DAR 68: 47r	DAR 00068: 00047R
131051	MS-DAR-00068-000-00096.jpg	DAR 68: 47v	DAR 00068: 00047V
130708	MS-DAR-00068-000-00097.jpg	DAR 68: 48r	DAR 00068: 00048R
130921	MS-DAR-00068-000-00098.jpg	DAR 68: 48v	DAR 00068: 00048V
130709	MS-DAR-00068-000-00099.jpg	DAR 68: 49r	DAR 00068: 00049R
130922	MS-DAR-00068-000-00100.jpg	DAR 68: 49v	DAR 00068: 00049V
18474	MS-DAR-00068-000-00101.jpg	DAR 68: 50r	DAR 00068: 00050R
130923	MS-DAR-00068-000-00102.jpg	DAR 68: 50v	DAR 00068: 00050V
17240	MS-DAR-00068-000-00103.jpg	DAR 68: 51r	DAR 00068: 00051R
130924	MS-DAR-00068-000-00104.jpg	DAR 68: 51v	DAR 00068: 00051V
19796	MS-DAR-00068-000-00105.jpg	DAR 68: 52r	DAR 00068: 00052R
130925	MS-DAR-00068-000-00106.jpg	DAR 68: 52v	DAR 00068: 00052V
20928	MS-DAR-00068-000-00107.jpg	DAR 68: 53r	DAR 00068: 00053R
130926	MS-DAR-00068-000-00108.jpg	DAR 68: 53v	DAR 00068: 00053V
130710	MS-DAR-00068-000-00110.jpg	DAR 68: 54r	DAR 00068: 00054R
130927	MS-DAR-00068-000-00111.jpg	DAR 68: 54v	DAR 00068: 00054V
130711	MS-DAR-00068-000-00112.jpg	DAR 68: 55r	DAR 00068: 00055R
130928	MS-DAR-00068-000-00113.jpg	DAR 68: 55v	DAR 00068: 00055V
16378	MS-DAR-00068-000-00114.jpg	DAR 68: 56r	DAR 00068: 00056R
130929	MS-DAR-00068-000-00115.jpg	DAR 68: 56v	DAR 00068: 00056V
20705	MS-DAR-00068-000-00116.jpg	DAR 68: 57r	DAR 00068: 00057R
130930	MS-DAR-00068-000-00117.jpg	DAR 68: 57v	DAR 00068: 00057V
20357	MS-DAR-00068-000-00118.jpg	DAR 68: 58r	DAR 00068: 00058R
130931	MS-DAR-00068-000-00119.jpg	DAR 68: 58v	DAR 00068: 00058V
16839	MS-DAR-00068-000-00120.jpg	DAR 68: 59r	DAR 00068: 00059R
130932	MS-DAR-00068-000-00121.jpg	DAR 68: 59v	DAR 00068: 00059V
19275	MS-DAR-00068-000-00122.jpg	DAR 68: 60r	DAR 00068: 00060R
130933	MS-DAR-00068-000-00123.jpg	DAR 68: 60v	DAR 00068: 00060V
20178	MS-DAR-00068-000-00124.jpg	DAR 68: 61r	DAR 00068: 00061R
130934	MS-DAR-00068-000-00125.jpg	DAR 68: 61v	DAR 00068: 00061V
130712	MS-DAR-00068-000-00126.jpg	DAR 68: 62r	DAR 00068: 00062R
130935	MS-DAR-00068-000-00127.jpg	DAR 68: 62v	DAR 00068: 00062V
130713	MS-DAR-00068-000-00128.jpg	DAR 68: 63r	DAR 00068: 00063R
130936	MS-DAR-00068-000-00129.jpg	DAR 68: 63v	DAR 00068: 00063V
130714	MS-DAR-00068-000-00130.jpg	DAR 68: 64r	DAR 00068: 00064R
130937	MS-DAR-00068-000-00131.jpg	DAR 68: 64v	DAR 00068: 00064V
130715	MS-DAR-00068-000-00132.jpg	DAR 68: 65r	DAR 00068: 00065R
130938	MS-DAR-00068-000-00133.jpg	DAR 68: 65v	DAR 00068: 00065V
20358	MS-DAR-00068-000-00134.jpg	DAR 68: 66r	DAR 00068: 00066R
130939	MS-DAR-00068-000-00135.jpg	DAR 68: 66v	DAR 00068: 00066V
130716	MS-DAR-00068-000-00136.jpg	DAR 68: 67r	DAR 00068: 00067R
130940	MS-DAR-00068-000-00137.jpg	DAR 68: 67v	DAR 00068: 00067V
130717	MS-DAR-00068-000-00138.jpg	DAR 68: 68r	DAR 00068: 00068R
130941	MS-DAR-00068-000-00139.jpg	DAR 68: 68v	DAR 00068: 00068V
130718	MS-DAR-00068-000-00140.jpg	DAR 68: 69r	DAR 00068: 00069R
130942	MS-DAR-00068-000-00141.jpg	DAR 68: 69v	DAR 00068: 00069V
135336	MS-DAR-00068-000-00142.jpg	DAR 68: 70r-fold	DAR 00068: 00070 R
135337	MS-DAR-00068-000-00143.jpg	DAR 68: 70v-fold	DAR 00068: 00070 V
130943	MS-DAR-00068-000-00144.jpg	DAR 68: 70v	DAR 00068: 00070V
17482	MS-DAR-00068-000-00145.jpg	DAR 68: 70r	DAR 00068: 00070R
135338	MS-DAR-00068-000-00146.jpg	DAR 68: 71r-fold	DAR 00068: 00071 R
135339	MS-DAR-00068-000-00147.jpg	DAR 68: 71v-fold	DAR 00068: 00071 V
130944	MS-DAR-00068-000-00148.jpg	DAR 68: 71v	DAR 00068: 00071V
20359	MS-DAR-00068-000-00149.jpg	DAR 68: 71r	DAR 00068: 00071R
17510	MS-DAR-00068-000-00150.jpg	DAR 68: 72r	DAR 00068: 00072R
130945	MS-DAR-00068-000-00151.jpg	DAR 68: 72v	DAR 00068: 00072V
130719	MS-DAR-00068-000-00152.jpg	DAR 68: 73r	DAR 00068: 00073R
130946	MS-DAR-00068-000-00153.jpg	DAR 68: 73v	DAR 00068: 00073V
130720	MS-DAR-00068-000-00154.jpg	DAR 68: 74r	DAR 00068: 00074R
130947	MS-DAR-00068-000-00155.jpg	DAR 68: 74v	DAR 00068: 00074V
131052	MS-DAR-00068-000-00156.jpg	DAR 68: 75r	DAR 00068: 00075R
131053	MS-DAR-00068-000-00157.jpg	DAR 68: 75v	DAR 00068: 00075V
20278	MS-DAR-00068-000-00158.jpg	DAR 68: 76r	DAR 00068: 00076R
130949	MS-DAR-00068-000-00159.jpg	DAR 68: 76v	DAR 00068: 00076V
21049	MS-DAR-00068-000-00160.jpg	DAR 68: 77r	DAR 00068: 00077R
130950	MS-DAR-00068-000-00161.jpg	DAR 68: 77v	DAR 00068: 00077V
20550	MS-DAR-00068-000-00162.jpg	DAR 68: 78r	DAR 00068: 00078R
130951	MS-DAR-00068-000-00163.jpg	DAR 68: 78v	DAR 00068: 00078V
131054	MS-DAR-00068-000-00164.jpg	DAR 68: 79r	DAR 00068: 00079R
131055	MS-DAR-00068-000-00165.jpg	DAR 68: 79v	DAR 00068: 00079V
16688	MS-DAR-00068-000-00166.jpg	DAR 68: 80r	DAR 00068: 00080R
130953	MS-DAR-00068-000-00167.jpg	DAR 68: 80v	DAR 00068: 00080V
19856	MS-DAR-00068-000-00168.jpg	DAR 68: 81r	DAR 00068: 00081R
130954	MS-DAR-00068-000-00169.jpg	DAR 68: 81v	DAR 00068: 00081V
135340	MS-DAR-00068-000-00170.jpg	DAR 68: 82r-fold	DAR 00068: 00082 R
135341	MS-DAR-00068-000-00171.jpg	DAR 68: 82v-fold	DAR 00068: 00082 V
130955	MS-DAR-00068-000-00172.jpg	DAR 68: 82v	DAR 00068: 00082V
130721	MS-DAR-00068-000-00173.jpg	DAR 68: 82r	DAR 00068: 00082R
130722	MS-DAR-00068-000-00174.jpg	DAR 68: 83r	DAR 00068: 00083R
130956	MS-DAR-00068-000-00175.jpg	DAR 68: 83v	DAR 00068: 00083V
